a_AssetID,Phase,i_Identifier,a_Title_Series,a_Title_Episode,a_Date,a_DateType,a_Description,i_Transfer Date,Transfer_Deck,i_TransferNotes,i_FormatPhysical,i_FormatMediaType,i_FormatGeneration,i_ChannelConfiguation,i_Speed,i_Duration,i_Location,i_Box,a_DigitalStorageLocation,a_DigitalStorageLocation copy,Size of AIP (in gb),QC & Caption Notes,a_Description_Type,QC Pass Date,i_Stock,i_Brand,i_CreatorID,i_Date,i_DateType,a_AssetType,i_ConditionNotes,a_Contributers,ia upload,youtube,not in filemaker,cannot be digitized,Rights,CaptionFile,Base,Institution,Collections,Collections 2,formula,Digitized,PsC - Original Tape ID,PsC - Original Label (if different),PsC - Original Date,PsC - Additional Notes on Metadata,On Hold Notes,Transfer Technician,a_Title_Spanish,a_Episode_Number,PcS - CUNY-TV Asset ID on Cassette,Extent
BCRZC001,Completed for Project,BCL00025,Baruch College Special,Corporate Misconduct: Who Should Pay? ,2005-09-21,Created,"Panelists: Steven B. Lilien (Director, The Robert Zicklin Center for Corporate Integrity), Gregory P. Joseph (Gregory P. Joseph Law Offices LLC), Ralph Ferrara (Partner, LeBoeuf Lamb Greene & MacRae LLP), Stanley Grossman (Partner, Pomerantz Haudek Block Grossman & Gross LLP), David Rosenberg (Assistant Professor of Law, Baruch College). 

Recorded on September 21st, 2005 at Baruch College Vertical Campus. 

Efforts to preserve this program were made possible by ""Uncovering CUNY's Audiovisual Heritage,"" a project funded by Council on Library and Information Resources (CLIR).",2020-10-05,,,Betacam SP,Moving Image,Moving image/Master,,,57:17,BOX:BCLB000002 LOC:D1,,E/F00142,0,,,Episode,,,,,2005-09-20,Created,,,,checked,,,,,,,Baruch College Special,,,receb8dfNpAoF3E5R,1,,,,,,,,,,1
BCSPA001,Completed for Project,BCL00016,Baruch College Special,NYC's Current Fiscal Crisis: Examining the Realities of NYC's Current fiscal crisis through the Views of the Current & Past Budget Directors,2003-01-22,Created,"Speakers: Stan Altman, Ph.D (Dean, Baruch College School of Public Affairs); Ned Regan (President, Baruch College, Former N.Y. State Comptroller); Diana Fortuna (President, Citizens Budget Commission); Dail Forsyth (Former Budget Director of N.Y. State). 

Panelists: David A. Grossman, James R. Brigham, Jr., Carol O'Cleireacain, Abraham M. Lackman, Paul L. Dickstein, Mark Page, Alair Townsend, Adam Barsky, Philip R. Michaels. 

Recorded on January 22nd, 2003 at Baruch College. 

Efforts to preserve this program were made possible by ""Uncovering CUNY's Audiovisual Heritage,"" a project funded by Council on Library and Information Resources (CLIR).",2020-10-05,,,Betacam SP,Moving Image,Moving image/Master,,,1:24:41,BOX:BCLB000002 LOC:D1,,E/F00142,0,,,Episode,,,,,2003-01-21,Created,,,,checked,,,,,,,Baruch College Special,,,rec9XQVqKFQs3gBS9,1,,,,,,,,,,1
BCSPA002,Completed for Project,SXL00286,Baruch College Special,The Future of Governing New York,2002-12-03,Created,,2021-01-01,,,Betacam SP,Moving Image,Moving image/Master,,,,BOX:SXLB000021 LOC:M2,,E/F00130,0,,,Episode,,,,,2002-12-02,Created,,,,checked,,,,,,,Baruch College Special,,,reccdUzOKhYGKZRjp,1,,,,,,,,,,1
BCSPA003,Completed for Project,BCL00015,Baruch College Special,City to Legislators: Show Us the Money!,2003-01-22,Created,"Speakers: Stan Altman, Ph.D (Dean, Baruch College School of Public Affairs); Manfred Ohrenstein (Former N.Y. State Minority Leader). 

Panelists: Jerrold L. Nadler (United States Congress); Martin J. Golden (New York State Senate); Catherine T. Nolan (New York State Assembly); David I. Weprin (New York City Council). 

Recorded on January 22nd, 2003 at Baruch College. 

Efforts to preserve this program were made possible by ""Uncovering CUNY's Audiovisual Heritage,"" a project funded by Council on Library and Information Resources (CLIR).
",2020-10-05,,,Betacam SP,Moving Image,Moving image/Master,,,1:27:33,BOX:BCLB000002 LOC:D1,,E/F00142,0,,,Episode,,,,,2003-01-21,Created,,,,checked,,,,,,,Baruch College Special,,,recDnK4DaKdNmsXQ3,1,,,,,,,,,,1
BCSPA004,Completed for Project,BCL00007,Baruch College Special,"Ethno-Racial Classification, Does it Have a Future in American Politics? ",2003-04-03,Created,"Baruch College School of Public Affairs presents the Lillie and Nathan Ackerman Lecture Series on Equality and Justice in America. In this episode, Dr. Kenneth Prewitt (Director, U.S. Census Bureau 1998-2001) lectures on the evolution of racial and ethnic classifications in the US Census since its inception. Using historical context, contemporary trends, and his own experience in the Census Bureau, Prewitt predicts a future in US politics where racial classifications will proliferate to a critical juncture. The short Q&A session that follows covers topics such as counting undocumented workers and prisoners, and reparations for African-Americans.

Opening remarks are giving by  David Birdsell (Executive Director of Academic Programs, Baruch College School of Public Affairs), Marianne Engelman-Lado (granddaughter of Lillie & Nathan Ackerman), and Nancy Foner (Lillie & Nathan Ackerman Visiting Professor in Justice and Equality in America.) 

Efforts to preserve this program were made possible by ""Uncovering CUNY's Audiovisual Heritage,"" a project funded by Council on Library and Information Resources (CLIR).",2020-11-10,Digibeta VR18,"Bars/tone were not set to standard but appears to be intentional, I did not make adjustments apart from setting TBC to unity. Saturation spikes may occur from ""rainbow"" moire artifacts. ",Betacam SP,Moving Image,Moving image/Master,,,1:20:33,BOX:BCLB000001 LOC:D1,,E/F00142,0,,"All good, a little over saturated but likely due to the mastering. Fascinating content. ",Episode,11/11/2020,,,,2003-04-02,Created,,,"David Birdsell, Nancy Foner, Marianne Engelman Lado, Kenneth Prewitt ",checked,checked,,,,BCSPA004.vtt (https://dl.airtable.com/.attachments/e98ae6744c29524f01c3b880376476e3/6d62bc03/BCSPA004.vtt),,Baruch College Special,,,recnIKLHd2T8DuuqK,1,,,,,,,,,,1
BCSPA005,Completed for Project,BCL00005,Baruch College Special,Is the Solution Privatization?,2003-04-03,Created,,2021-01-01,,,Betacam SP,Moving Image,Moving image/Master,,,,BOX:BCLB000001 LOC:D1,,A/B00157,0,,,Episode,,,,,2003-04-02,Created,,,,checked,,,,,,,Baruch College Special,,,recjkPbtLJTnySjoY,1,,,,,,,,,,1
BCSPA008,Completed for Project,BCL00011,Baruch College Special,Children First: Promises and Prospects,2003-06-12,Created,"Baruch College, School of Public Affairs presents oart 2 of a 5 part series ""The Community: Governance, Structure, Parent Involvement."" Panelists include members of the Department of Education, the Chancellor's Parent Advisory Council, New York's Panel on Education Policy, and the Industrial Areas Foundation. Moderated by Professor Lynne Weikart. ",2020-11-11,Digibeta VR17,"Bars/tone were not set to standard but appears to be intentional, I did not make adjustments apart from setting TBC to unity. Saturation spikes may occur from ""rainbow"" moire artifacts. Audio is very scratchy, but appears to be the mic. Audio cleanup may be required before posting. ",Betacam SP,Moving Image,Moving image/Master,,,1:00,BOX:BCLB000001 LOC:D1,,E/F00142,0,,"Goes out of brange when camera aims at white windows, but no clipping. ",Episode,11/12/2020,,,,2003-06-11,Created,,,"Brown, Robin; Desravines, Jean; Domanico, Ray; Kamin, Jaccqueline; Lynne Weikart",checked,,,,,,,Baruch College Special,,,recC24X9dJJfiycnH,1,,,,,,,,,,1
BCSPA009,Completed for Project,BCL00010,Baruch College Special,"Children First: Promises & Prospects, Part 3 of 5",2003-06-12,Created,"Original tape date: June 12, 2003.

“The School: Strengthening Leadership, Training Principals” (55:48) Moderator: David Birdsell, Baruch College. Panelists: Vincent Grippo, Leadership Academy; David Seeley, CUNY Graduate Center; Jill Levy, Council of School Supervisors & Administrators.

Efforts to preserve this program were made possible by ""Uncovering CUNY's Audiovisual Heritage,"" a project funded by Council on Library and Information Resources (CLIR).",2021-01-01,,,Betacam SP,Moving Image,Moving image/Master,,,,BOX:BCLB000001 LOC:D1,,A/B00157,0,,,Episode,,,,,2003-06-11,Created,,,,checked,,,,,,,Baruch College Special,,,recpRoSQF381hH8kw,1,,,,,,,,,,1
BCSPA010,Completed for Project,BCL00009,Baruch College Special,"Children First: Promises & Prospects, Part 4 of 5",2003-06-12,Created,"Original tape date: June 12, 2003

Moderator: Dean Altman, Baruch College
Panelists: Helen Santiago, Department of Education; Nicolas M. Michelli, CUNY; Si Fliegel, CEI-PEA, Eva Moskowitz, City Council

Efforts to preserve this program were made possible by ""Uncovering CUNY's Audiovisual Heritage,"" a project funded by Council on Library and Information Resources (CLIR).",2021-01-01,,,Betacam SP,Moving Image,Moving image/Master,,,,BOX:BCLB000001 LOC:D1,,A/B00157,0,,,Episode,,,,,2003-06-11,Created,,,,checked,,,,,,,Baruch College Special,,,reczXvKTHLt8sz4iK,1,,,,,,,,,,1
BCSPA011,Completed for Project,BCL00008,Baruch College Special,"The Politics of Education Reform: Children First, Promises and Prospects",2003-06-12,Created,"Original tape date: June 12th, 2003

In the fifth and final part of ""The Politics of Education Reform"" series, Professor Doug Muzzio moderates a panel between two journalists, Wayne Barrett (Village Voice) and Carl Campanile (NY Post) on Mayor Bloomberg's ""Children First"" change effort to revitalize New York City schools. 

This program was digitized, captioned, and made accessible in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). ",2020-11-11,Digibeta VR17,,Betacam SP,Moving Image,Moving image/Master,,,33:32,BOX:BCLB000001 LOC:D1,,E/F00146,0,32.9,,Episode,1/6/2021,,,,2003-06-11,Created,,,"Wayne Barrett, Carl Campanile, Doug Muzzio",checked,,,,,,,Baruch College Special,,,reckXxKNCyDnJilb1,1,,,,,,,,,,1
BCSPA012,Completed for Project,BCL00002,Baruch College Special,Finals of the 20th Anniversary Lincoln-Douglas Debates ,2003-05-21,Created,,2021-01-01,,,Betacam SP,Moving Image,Moving image/Master,,,,BOX:BCLB000001 LOC:D1,,A/B00157,0,,,Episode,,,,,2003-05-20,Created,,,,checked,,,,,,,Baruch College Special,,,recWdmbqY8sSqfLA2,1,,,,,,,,,,1
BCSPA016,Completed for Project,BCL00006,Baruch College Special,Reroute? Recycle? Re-budget? Managing New York's Colossal Waste,2003-10-24,Created,"Introductions: Stan Altman, Ph.D., Baruch College School of Public Affairs; Barbara Fife, Baruch College School of Public Affairs; Marcia Bystryn, New York League of Conservative Voters

Panelists: John Doherty, NYC Department of Sanitation; Robert Lange, Bureau of Waste Prevention, Reuse, and Recycling; Michael McMahon, NYC Council; Benjamin Miller, Former DOS Deputy Commissioner; Ruth Ford, Habitat Magazine. 

Taped on October 24th, 2003

Efforts to preserve this program were made possible by ""Uncovering CUNY's Audiovisual Heritage,"" a project funded by Council on Library and Information Resources (CLIR).",2021-01-01,,,Betacam SP,Moving Image,Moving image/Master,,,,BOX:BCLB000001 LOC:D1,,A/B00157,0,,,Episode,,,,,2003-10-23,Created,,,,checked,,,,,,,Baruch College Special,,,recCBnv6ciK5GOGCY,1,,,,,,,,,,1
BCSPA017,Awaiting Captioning/Description,"BCSPA017, 00013391, BCD00213",Baruch College Special,Government and Politics in NYC: NYC and the State Government,2003-12-10,,"Recorded at Baruch College on December 10th, 2003. 

Efforts to preserve this program were made possible by ""Uncovering CUNY's Audiovisual Heritage,"" a project funded by Council on Library and Information Resources (CLIR).",2022-03-10,,"

c",,,,,,59:55,,,CLIR Ingest Drive,0,,,,,,,,2003-12-09,,,,,checked,,,checked,,,,Baruch College Special,,,recW3Rr4egi6Cl0J1,1,,,,,,,,,,1
BCSPA017,Completed for Project,BCD00213,Baruch College Special,Government and Politics in NYC: NYC and the State Government,2003-12-10,created,"The Baruch College School of Public Affairs presents the Peter F. Vallone Lectureship on Government with former NYC Council Speaker, Peter Vallone, Sr. Additional comments by Stan Altman, Ph.D. (Dean, School of Public Affairs), Gary Altman (NYC Council), and Richard Weinberg (NYC Council). 

Efforts to preserve this program were made possible by ""Uncovering CUNY's Audiovisual Heritage,"" a project funded by Council on Library and Information Resources (CLIR).
",2022-07-13,,,,,,,,,,,,1,,,,,,,,2003-12-09,created,,,,checked,,,,,,,,,,recdYep2kWWnKMnDm,1,,,,,,,,,,1
BCSPA018,Completed for Project,"BCSPA018, 00013396",Baruch College Special,,,,"""Voting in NYC: Overdue for Reform"" , December 9, 2003",,,,,,,,,,,,,1,,,,,,,,,,,,,,,,checked,,,,Baruch College Special,,,reciZ6NXtgC6CwYGs,,,,,,,,,,,1
BCSPA019,Completed for Project,"BCSPA019, 00013627",Baruch College Special,,,,"""Covering the Uninsured"" Part 1 of 2, Sofaer & Tallon, February 5, 2004",,,,,,,,,,,,,1,,,,,,,,,,,,,,,,checked,,,,Baruch College Special,,,recZW2t5bQ3JCcvu4,,,,,,,,,,,1
BCSPA020,Completed for Project,"BCSPA020, 00013628",Baruch College Special,,,,"""Covering the Uninsured"" Part 2 of 2, Panel & Birdsell, February 5, 2004",,,,,,,,,,,,,1,,,,,,,,,,,,,,,,checked,,,,Baruch College Special,,,recGIXIYijiCzeAaV,,,,,,,,,,,1
BCSPA021,Completed for Project,"BCSPA021, 00013749",Baruch College Special,,,,"""The Role & Influence of the Media"" , Peter Vallone/Lecture 3 , (taped 2/17/04)",,,,,,,,,,,,,1,,,,,,,,,,,,,,,,checked,,,,Baruch College Special,,,rec5aEv62Y4MUcuGB,,,,,,,,,,,1
BCSPA022,Completed for Project,"BCSPA022, 00013809",Baruch College Special,,,,"""New Pressures on Nonprofit Boards"" , with Spitzer & Offit, February 19, 2004",,,,,,,,,,,,,1,,,,,,,,,,,,,,,,checked,,,,Baruch College Special,,,rec6F6yOlHDEeYQmY,,,,,,,,,,,1
BCSPA023,Awaiting Captioning/Description,"BCSPA023, 00013867, BCD00215",Baruch College Special,Government and Politics in NYC: The New York City Budget,,,"Baruch College School of Public Affairs presents the Peter F. Vallone Lectureship on Government. Peter Vallone, Sr., former NYC Council Speaker, discusses the New York City budget. Additional comments are provided by Gary Altman of the NYC Legislative Counsel and Larian Angelo, Director of NYC's Council Finance Division. 

Recorded on March 24th, 2004 at Baruch College.  ",,,,,,,,,,,,CLIR Ingest Drive,0,,,,,,,,,,,,,checked,,,checked,,,,Baruch College Special,,,recujNUCw6LGP2ver,,,,,,,,,,,1
BCSPA023,Completed for Project,BCD00215,Baruch College Special,Government and Politics in NYC: The New York City Budget,2004-03-24,,"Baruch College School of Public Affairs presents the Peter F. Vallone Lectureship on Government. Peter Vallone, Sr., former NYC Council Speaker, discusses the New York City budget. Additional comments are provided by Gary Altman of the NYC Legislative Counsel and Larian Angelo, Director of NYC's Council Finance Division. 

Recorded on March 24th, 2004 at Baruch College.  

Efforts to preserve this program were made possible by ""Uncovering CUNY's Audiovisual Heritage,"" a project funded by Council on Library and Information Resources (CLIR).",2022-03-09,,,,,,,,,,,CLIR Ingest Drive,0,,,,,,,,2004-03-23,,,,,checked,,,,,,,,,,recwHuZYdAgGxA6Rj,1,,,,,,,,,,1
BCSPA024,Completed for Project,BCL00014,Baruch College Special,Women of Color: Success and Succession,2004-03-24,Created,"Moderator: Mr. Luis Alvarez, pres. Natl. Urban Fellows
Speakers: Loreen Loonie, Chair, SPA Alumni Association; Jodi Brockinton, Event Chair
Panelists: Lucy Cabrera, Food Bank for New York City; Tuhina de O'Conner, New York Asian Women's Center; Janet Dewart Bell, PolicyLink; Stephanie Palmer, New YOrk City Mission Society; Digna Sanchez, Learning Leaders

Taped at Baruch College, March 24, 2004

Efforts to preserve this program were made possible by ""Uncovering CUNY's Audiovisual Heritage,"" a project funded by Council on Library and Information Resources (CLIR).",2021-01-01,,,Betacam SP,Moving Image,Moving image/Master,,,,BOX:BCLB000001 LOC:D1,,A/B00157,0,,,Episode,,,,,2004-03-23,Created,,,,checked,,,,,,,Baruch College Special,,,recTy23ENZWTjA7Wi,1,,,,,,,,,,1
BCSPA025,Completed for Project,"BCSPA025, 00014064",Baruch College Special,,,,"""No Child, No School Left Behind"" , Hickok, Rouse & Wenglinsky , April 19, 2004",,,,,,,,,,,,,1,,,,,,,,,,,,,,,,checked,,,,Baruch College Special,,,receqsrGFm0sM0fGu,,,,,,,,,,,1
BCSPA026,Completed for Project,"BCSPA026, 00014136",Baruch College Special,,,,"""Cover The Uninsured Week 2004 NYC Interfaith Organizing Meeting"" , April 15, 2004",,,,,,,,,,,,,1,,,,,,,,,,,,,,,,checked,,,,Baruch College Special,,,recgbMOwxSIrxondm,,,,,,,,,,,1
BCSPA027,Completed for Project,"BCSPA027, 00014258",Baruch College Special,,,,"""Security Challenges for NYC"", w/Ray Kelly , April 28, 2004",,,,,,,,,,,,,1,,,,,,,,,,,,,,,,checked,,,,Baruch College Special,,,recIhlc9rO4oRHmW2,,,,,,,,,,,1
BCSPA028,Completed for Project,"BCSPA028, 00014341",Baruch College Special,,,,"""Ready or Not?: NYC Emergency Preparedness Summit"", May 10, 2004",,,,,,,,,,,,,1,,,,,,,,,,,,,,,,checked,,,,Baruch College Special,,,recgeJ4HOcqJuuwIm,,,,,,,,,,,1
BCSPA029,Completed for Project,"BCSPA029, 00014424",Baruch College Special,,,,"""Management Reform Under Fiscal Stresst"", with Walker & Thompson, April 22, 2004",,,,,,,,,,,,,1,,,,,,,,,,,,,,,,checked,,,,Baruch College Special,,,recAmDs9AyQIc3Zou,,,,,,,,,,,1
BCSPA030,Completed for Project,"BCSPA030, 00014425",Baruch College Special,,,,"""The Case of HIV/AIDS"" with Johns & Csete, April 21, 2004",,,,,,,,,,,,,1,,,,,,,,,,,,,,,,checked,,,,Baruch College Special,,,reck0Kw422uvH38zP,,,,,,,,,,,1
BCSPA031,Completed for Project,"BCSPA031, 00014426",Baruch College Special,,,,"""Healthcare: Efficiency & Equity"" with Vladeck & Wilensky, April 20, 2004",,,,,,,,,,,,,1,,,,,,,,,,,,,,,,checked,,,,Baruch College Special,,,recCrbJcPGlCyInzw,,,,,,,,,,,1
BCSPA032,Completed for Project,"BCSPA032, 00015102",Baruch College Special,,,,"Peter Vallone: ""Representative Government: What's is all about?"", October 12, 2004",,,,,,,,,,,,,1,,,,,,,,,,,,,,,,checked,,,,Baruch College Special,,,recp7ezfVmfRrXq4n,,,,,,,,,,,1
BCSPA033,Completed for Project,"BCSPA033, 00015147",Baruch College Special,,,,"""NYC's Public Schools Confront a New Year"", Part 1. w/Ravitch, Farina, Hughes & Sanders, September 28, 2004",,,,,,,,,,,,,1,,"We thought this might be the same as This may be the same as BCD00221 but does not appear to be. However, we cannot find this item as there is no location listed.  ",,,,,,,,,,,,,,checked,,,,Baruch College Special,,,recfio4KvnKaiIPY2,,,,,,,,,,,1
